Corpus;Corpus_URL;Language;Size;Annotation;Licence;Description;Buttons;Buttons_URL;Publication;Publication_URL;Note
TAITO: Written and Oral Data of the TAITO-project;http://metashare.csc.fi/repository/browse/written-and-oral-data-of-the-taito-project/05b3fc40a83111e3b2eb005056be118e86ad7d4705fb457d971134be1d3ea598/;English, French, German, Italian, Swedish;;;Under Negotiation;This corpus contains texts written by undergraduate students at the beginning of their studies and videotaped discussions.;;;;;
YKI National Certificates corpus;http://metashare.elda.org/repository/browse/the-national-certificates-corpus/944099dafccc11e18b49005056be118efc2ef6e1f96241b681c1d9bec0e9033a/;Italian,  Swedish, Spanish, English, Finnish, German, French, Russian;;;CLARIN RES;This corpus contains written and speech tasks.;;;;;
