Corpus;Corpus_URL;Size;Annotation;Licence;Language;Description;Buttons;Buttons_URL;Publication;Publication_URL;Note
Europeana Newspapers NER Corpora;https://github.com/EuropeanaNewspapers/ner-corpora;"500, 000 tokens (182,483 Dutch; 207,000 French;  96,735 German)";named entities;CC-ZERO;Dutch, French and German;This corpus contains articles from <a href=”http://www.europeana-newspapers.eu/”>Europeana newspapers</a> for the following time periods: 1811-1856 for the Dutch subcorpus, 1871-1916 for the French subcorpus, and 1926 for the German subcorpus. #SEPThe corpus is available for download from the <i>KB Lab</i>.;Download;http://lab.kb.nl/dataset/europeana-newspapers-ner#access;Neudecker (2016).;https://www.clarin.eu/resource-families/newspaper-corpora#Neudecker%202016;
Timestamped JSI web corpus;https://www.sketchengine.co.uk/jozef-stefan-institute-newsfeed-corpus/;35 billion tokens;tokenised, PoS-tagged;;18 languages;This corpus contains articles from newsfeed from 2014 to 2017.#SEPThe corpus is available through noSketchEingine.;Concordancer;http://www.sketchengine.co.uk/jozef-stefan-institute-newsfeed-corpus/;Bušta et al. (2017).;https://www.clarin.eu/resource-families/newspaper-corpora#Bu%C5%A1ta%20et%20al.%202017;
